"link" "edicao" "autor" "paginas" "tipo_trabalho" "titulo"
"https://rebep.org.br/revista/issue/view/17" "v. 10 n. 1/2 (1993)" "Alicia Marta Bercovich" "125-143" "Artigos originais" "Características regionais da população idosa no Brasil"
"https://rebep.org.br/revista/issue/view/17" "v. 10 n. 1/2 (1993)" "Rodolpho Telarolli Junior" "145-156" "Artigos originais" "Secularização do registro dos eventos vitais no Estado de São Paulo"
"https://rebep.org.br/revista/issue/view/17" "v. 10 n. 1/2 (1993)" "Mariza Corrêa  e equipe" "157-159" "Notas de pesquisa" "Histórias femininas: memórias e experiências"
"https://rebep.org.br/revista/issue/view/17" "v. 10 n. 1/2 (1993)" "José Marcos Pinto da Cunha" "161-170" "Notas de pesquisa" "Mobilidade intrametropolitana: questões metodológicas para o seu estudo"
"https://rebep.org.br/revista/issue/view/17" "v. 10 n. 1/2 (1993)" "Eva Blay" "171-174" "Ponto de Vista" "A questão do aborto - um projeto de lei para disciplinar sua prática no Brasil"
"https://rebep.org.br/revista/issue/view/18" "v. 11 n. 1 (1994)" "Charles H. Wood, José Alberto Magno de Carvalho" "3-17" "Artigos originais" "Categorias do censo e classificação subjetiva de cor no Brasil"
"https://rebep.org.br/revista/issue/view/18" "v. 11 n. 1 (1994)" "Elza Berquó" "19-26" "Artigos originais" "Esterilização e raça em São Paulo"
"https://rebep.org.br/revista/issue/view/18" "v. 11 n. 1 (1994)" "Neide Patarra" "27-40" "Artigos originais" "Transição demográfica: novas evidências, velhos desafios"
"https://rebep.org.br/revista/issue/view/18" "v. 11 n. 1 (1994)" "George Martine" "41-60" "Artigos originais" "Estado, economia e mobilidade geográfica: retrospectiva e perspectivas para o fim do século"
"https://rebep.org.br/revista/issue/view/18" "v. 11 n. 1 (1994)" "Maria Luiza Andreazza, Sérgio Odilon Nadalin" "61-87" "Artigos originais" "O cenário da colonização no Brasil Meridional e a família imigrante"
"https://rebep.org.br/revista/issue/view/18" "v. 11 n. 1 (1994)" "Maria Coleta de Oliveira, Elizabete D. Bilac, Malvina Muszkat" "89-93" "Notas de pesquisa" "Os homens, esses desconhecidos..."
"https://rebep.org.br/revista/issue/view/18" "v. 11 n. 1 (1994)" "Haroldo Torres, John Sydenstricker-Neto" "95-99" "Notas de pesquisa" "Disseminação de informação populacional para públicos mais abrangentes"
"https://rebep.org.br/revista/issue/view/18" "v. 11 n. 1 (1994)" "Bela Feldman-Bianco" "101-103" "Notas de pesquisa" "Antigos imaginários, transnacionalidade e a nova política de espaços"
"https://rebep.org.br/revista/issue/view/18" "v. 11 n. 1 (1994)" "Teresa Sales" "105-107" "Resenha" "The mobility of labor and capital"
"https://rebep.org.br/revista/issue/view/18" "v. 11 n. 1 (1994)" "Elza Berquó" "109-111" "Ponto de Vista" "Cairo: o sucesso da arte do diálogo"
"https://rebep.org.br/revista/issue/view/19" "v. 11 n. 2 (1994)" "Laura L. Rodríguez Wong" "115-138" "Artigos originais" "Um modelo para estimar a mortalidade materna:  a relação entre a razão de mortalidade materna e outros parâmentros demográficos"
"https://rebep.org.br/revista/issue/view/19" "v. 11 n. 2 (1994)" "Jorge Pozzobon" "139-154" "Artigos originais" "O mínimo demográfico de um sistema de metades exogâmicas (uma simulação em computador)"
"https://rebep.org.br/revista/issue/view/19" "v. 11 n. 2 (1994)" "Elisabete Dória Bilac" "155-158" "Artigos originais" "Trabalho e reprodução cotidiana: apresentação"
"https://rebep.org.br/revista/issue/view/19" "v. 11 n. 2 (1994)" "Vania Salles" "159-170" "Artigos originais" "Novos olhares sobre a família"
"https://rebep.org.br/revista/issue/view/19" "v. 11 n. 2 (1994)" "Iracema Brandão Guimarães" "171-186" "Artigos originais" "As articulações possíveis: família e reprodução em um segmento operário"
"https://rebep.org.br/revista/issue/view/19" "v. 11 n. 2 (1994)" "Vera da Silva Telles" "187-223" "Artigos originais" "Família e trabalho: precariedade e pauperismo na Grande São Paulo"
"https://rebep.org.br/revista/issue/view/19" "v. 11 n. 2 (1994)" "Nadya Araujo Castro" "225-234" "Artigos originais" "Trabalho e reprodução cotidiana: novas evidências empríricas e tematizações emergentes no debate brasileiro"
"https://rebep.org.br/revista/issue/view/19" "v. 11 n. 2 (1994)" "Marta Maria Azevedo" "235-244" "Notas de pesquisa" "Demografia dos povos indígenas do Alto Rio Negro"
"https://rebep.org.br/revista/issue/view/19" "v. 11 n. 2 (1994)" "Eugenia Troncoso Leone" "245-247" "Notas de pesquisa" "Pobreza e trabalho no Brasil: uma análise das condições de vida e ocupação das famílias agrícolas nos anos 80"
"https://rebep.org.br/revista/issue/view/19" "v. 11 n. 2 (1994)" "Paulo de Martino Jannuzzi" "249-254" "Notas de pesquisa" "O uso da  estatística na pesquisa em Ciências Humanas no Brasil: o caso da Demografia"
"https://rebep.org.br/revista/issue/view/19" "v. 11 n. 2 (1994)" "Maria Teresa A. Olinto" "255-258" "Notas de pesquisa" "Estimativa da frequencia de abortos induzidos: teste de uma metodologia"
"https://rebep.org.br/revista/issue/view/19" "v. 11 n. 2 (1994)" "Ana Cristina Braga Marte" "259-260" "Resenha" "Limits of citizenship - migrants and post-national membership in Europe"
"https://rebep.org.br/revista/issue/view/19" "v. 11 n. 2 (1994)" "Marcio Ferreira da Silva" "261-264" "Ponto de Vista" "A demografia e os povos indígenas no Brasil"
"https://rebep.org.br/revista/issue/view/21" "v. 12 n. 1/2 (1995)" "J. A. Lindgren Alves" "3-20" "Artigos originais" "A conferência do cairo sobre População e Desenvolvimento e o paradigma de Huntington"
"https://rebep.org.br/revista/issue/view/21" "v. 12 n. 1/2 (1995)" "Fausto Brito" "21-34" "Artigos originais" "Ensaio sobre as migrações internacionais no desenvolvimento do capitalismo"
"https://rebep.org.br/revista/issue/view/21" "v. 12 n. 1/2 (1995)" "Ralfo Matos" "35-58" "Artigos originais" "Questões teóricas acerca dos processos de concentração e desconcentração da população no espaço"
"https://rebep.org.br/revista/issue/view/21" "v. 12 n. 1/2 (1995)" "José Marcos Pinto da Cunha" "59-80" "Artigos originais" "Migração intrametropolitana: movimentos dos pobres?"
"https://rebep.org.br/revista/issue/view/21" "v. 12 n. 1/2 (1995)" "Ana Amélia Camarano, Kaizô Beltrão" "81-112" "Artigos originais" "Dinâmica demográfica por nível de renda"
"https://rebep.org.br/revista/issue/view/21" "v. 12 n. 1/2 (1995)" "Neir Antunes Paes" "113-132" "Artigos originais" "Geração de um modelo de tábuas de vida representativo da mortalidade do Estado de São Paulo"
"https://rebep.org.br/revista/issue/view/21" "v. 12 n. 1/2 (1995)" "José Flávio Motta" "133-149" "Artigos originais" "A demografia histórica no Brasil: contribuições à historiografia"
"https://rebep.org.br/revista/issue/view/21" "v. 12 n. 1/2 (1995)" "Manolo Garcia Florentino, José Roberto Góes" "151-168" "Artigos originais" "Parentesco e família entre os escravos no século XIX: um estudo de caso"
"https://rebep.org.br/revista/issue/view/21" "v. 12 n. 1/2 (1995)" "Alain Bideau, Sergio Odilon Nadalin" "169-180" "Artigos originais" "Um ensaio sobre o tema da fecundidade diferencial: famílias estáveis e famílias (i)migrantes"
"https://rebep.org.br/revista/issue/view/21" "v. 12 n. 1/2 (1995)" "Sergio Odilon Nadalin" "181-192" "Notas de pesquisa" "Gestão e análise da população: por uma hitória demográfica dos contatos culturais em Curitiba: 1866-1939"
"https://rebep.org.br/revista/issue/view/21" "v. 12 n. 1/2 (1995)" "Marco Aurélio Monteiro Pereira" "193-200" "Notas de pesquisa" "Reconstrução de famílias no microcomputador: o SYGAP"
"https://rebep.org.br/revista/issue/view/21" "v. 12 n. 1/2 (1995)" "Roberto Luiz do Carmo, Daniel Joseph Hogan" "201-204" "Resenha" "O desafio do desenvolvimento humano"
"https://rebep.org.br/revista/issue/view/21" "v. 12 n. 1/2 (1995)" "Elza Berquó" "205-207" "Ponto de Vista" "Pronunciamento de Elza Berquó na solenidade de posse da presidência da Comissão Nacional de População e Desenvolvimento"
"https://rebep.org.br/revista/issue/view/22" "v. 13 n. 1 (1996)" "José Alberto Magno de Carvalho" "3-14" "Artigos originais" "O saldo dos fluxos migratórios internacionais do Brasil na década de 80 - uma tentativa de estimação"
"https://rebep.org.br/revista/issue/view/22" "v. 13 n. 1 (1996)" "Maria Stella Ferreira Levy" "15-41" "Artigos originais" "Cem anos de movimentos populacionais: São Paulo em destaque"
"https://rebep.org.br/revista/issue/view/22" "v. 13 n. 1 (1996)" "Maria do Rosário Rolfsen Salles" "43-65" "Artigos originais" "Os médicos italianos em São Paulo (1890-1930) - um projeto de ascensão social"
"https://rebep.org.br/revista/issue/view/22" "v. 13 n. 1 (1996)" "Afonso Henriques Borges Ferreira" "67-78" "Artigos originais" "Os movimento migratórios e as diferenças de renda per capita entre os estados no Brasil (1970-1980)"
"https://rebep.org.br/revista/issue/view/22" "v. 13 n. 1 (1996)" "Neide Patarra, Rosana Baeninger, Lucia Maria Machado Bogus" "79-85" "Notas de pesquisa" "Migração, emprego e projeções demográficas para o Estado de São Paulo: pesquisa regional por amostra domiciliar"
"https://rebep.org.br/revista/issue/view/22" "v. 13 n. 1 (1996)" "Teresa Sales" "87-98" "Notas de pesquisa" "Migrações de fronteira entre o Brasil e os países do Mercosul"
"https://rebep.org.br/revista/issue/view/22" "v. 13 n. 1 (1996)" "Elisa Massae Sasaki" "99-100" "Notas de pesquisa" "Os dekasseguis retornados"
"https://rebep.org.br/revista/issue/view/22" "v. 13 n. 1 (1996)" "Aurilio Sérgio Costa Caiado" "101-106" "Resenha" "A inserção do Brasil no novo ciclo internacional de migrações"
"https://rebep.org.br/revista/issue/view/22" "v. 13 n. 1 (1996)" "Rosana Baeninger" "107-109" "Resenha" "Globalização e urbanização: tendências e desafios para a virada do século"
"https://rebep.org.br/revista/issue/view/22" "v. 13 n. 1 (1996)" "Neide Lopes Patarra" "111-113" "Ponto de Vista" "Migrações internacionais: uma nova questão demográfica"
"https://rebep.org.br/revista/issue/view/23" "v. 13 n. 2 (1996)" "Sonia Rocha" "117-133" "Artigos originais" "Renda e pobreza: os impactos do Plano real"
"https://rebep.org.br/revista/issue/view/23" "v. 13 n. 2 (1996)" "Ernesto Rodríguez Chávez" "135-167" "Artigos originais" "A crise migratória do verão de 1994. Balanço e perspectivas do fluxo emigratório cubano: 1984-1996"
"https://rebep.org.br/revista/issue/view/23" "v. 13 n. 2 (1996)" "Neir Antunes Paes" "169-182" "Artigos originais" "Representação de modelos padrões de mortalidade"
"https://rebep.org.br/revista/issue/view/23" "v. 13 n. 2 (1996)" "Manolo Florentino, José Roberto Góes" "183-198" "Artigos originais" "Parentesco, estabilidade familiar e ocupação entre os escravos: o caso do meio rural fluminense entre 1790 e 1830"
"https://rebep.org.br/revista/issue/view/23" "v. 13 n. 2 (1996)" "Nelson de Castro Senra" "199-205" "Artigos originais" "A questão dos registros administrativos vis-à-vis a geração de estatísticas"
"https://rebep.org.br/revista/issue/view/23" "v. 13 n. 2 (1996)" "Alessandra Silveira" "207-209" "Notas de pesquisa" "Laços de família: um estudo sobre as relações de parentesco entre escravos na cidade do Rio de Janeiro, 1730-1814"
"https://rebep.org.br/revista/issue/view/23" "v. 13 n. 2 (1996)" "George Martine" "211-216" "Resenha" "A badalação recente sobre capacidade de carga: novas ideias ou nova roupagem?"
"https://rebep.org.br/revista/issue/view/23" "v. 13 n. 2 (1996)" "René Decol" "217-221" "Resenha" "Dando boas-vindas aos indesejáveis"
"https://rebep.org.br/revista/issue/view/23" "v. 13 n. 2 (1996)" "Malvina Muskat" "223-224" "Resenha" "A família como espelho"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "Rodolpho Telarolli Junior" "3-17" "Artigos originais" "Assistência sanitária e condições de saúde na zona rural paulista na Primeira República"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "José Renato de Campos Araújo" "19-50" "Artigos originais" "O Palestra Itália e sua trajetória: associativismo e etnicidade"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "Judicael Clevelario Júnior" "51-71" "Artigos originais" "A participação da imigração na formação da população brasileira"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "Carlos Aurélio Pimenta de Faria" "73-95" "Artigos originais" "A \"\"questão populacional\"\" e a conformação do Estado de Bem-Estar Social na Suécia"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "Maria Silvia C. Beozzo Bassanezi" "97-100" "Dossiê" "Repensando a demografia histórica"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "David S. Reher" "101-124" "Dossiê" "Desafios e conquistas da demografia histórica no final do século"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "Maria Luiza Marcílio" "125-143" "Dossiê" "A demografia histórica brasileira nesse final de milênio"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "Sergio Odilon Nadalin" "145-149" "Dossiê" "A propósito de um balanço da demografia histórica: notas para um debate"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "José Flávio Motta, Iraci del Nero da Costa" "151-158" "Dossiê" "Demografia histórica: da semeadura à colheita"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "Paulo Murad Saad" "159-167" "Notas de pesquisa" "Transferência de apoio entre o idoso e a família no Nordeste e no Sudeste do Brasil"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "Maria Beatriz de Albuquerque David, Philippe Waniez, Violette Brustlein" "169-184" "Notas de pesquisa" "Situação social e demográfica dos beneficiários da reforma agrária"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "Roberto Nascimento" "185-187" "Ponto de Vista" "Seminário de migrações internas"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "Isabela Gomes Carneiro, Ana Amélia Camarano" "189-191" "Resenha" "SRETZER, Simon. Fertility, class and gender in Britain 1860-1940, Cambridge Studies in Population, Economy and Society in Pas Time. Cambridge University Press, 1996"
"https://rebep.org.br/revista/issue/view/24" "v. 14 n. 1/2 (1997)" "Rita Badiani" "193" "Resenha" "Políticas, instituições e AIDS"
"https://rebep.org.br/revista/issue/view/25" "v. 15 n. 1 (1998)" "Luzinete Simões Minella" "3-22" "Artigos originais" "A produção científica sobre a esterilização feminina no Brasil nos anos 80 e no início dos 90: um debate em aberto"
"https://rebep.org.br/revista/issue/view/25" "v. 15 n. 1 (1998)" "Laura L. Rodriguez Wong, Rita Badiani, Ines Quental" "23-42" "Artigos originais" "Achados e perdidos sobre saúde reprodutiva na PNDS - 1996"
"https://rebep.org.br/revista/issue/view/25" "v. 15 n. 1 (1998)" "Ignez Helena Oliva Perpétuo" "43-56" "Artigos originais" "Contraconcepção e declínio da fecundidade na Região Nordeste, 1980-1996"
"https://rebep.org.br/revista/issue/view/25" "v. 15 n. 1 (1998)" "Maria Cristina Gomes da Conceição" "57-78" "Artigos originais" "Vida em família e institucionalização em um contexto de envelhecimento populacional - o caso do México"
"https://rebep.org.br/revista/issue/view/25" "v. 15 n. 1 (1998)" "Morvan de Mello Moreira" "79-94" "Artigos originais" "O envelhecimento da população brasileira: intensidade, feminização e dependência"
"https://rebep.org.br/revista/issue/view/25" "v. 15 n. 1 (1998)" "Moema G. Bueno Fígoli" "95-113" "Artigos originais" "Modelando e projetando a mortalidade no Brasil"
"https://rebep.org.br/revista/issue/view/25" "v. 15 n. 1 (1998)" "Ana Maria Nogales Vasconcelos" "115-124" "Notas de pesquisa" "A qualidade das estatísticas de óbitos no Brasil"
"https://rebep.org.br/revista/issue/view/25" "v. 15 n. 1 (1998)" "Hildete Pereira de Melo" "125-132" "Notas de pesquisa" "O serviço doméstico remunerado no Brasil: de criadas a trabalhadoras"
"https://rebep.org.br/revista/issue/view/25" "v. 15 n. 1 (1998)" "Elaine Rocha" "133-137" "Resenha" "As idéias e os números do gênero Argentina, Brasil e Chile no Século XIX"
"https://rebep.org.br/revista/issue/view/26" "v. 15 n. 2 (1998)" "José Marcos Pinto da Cunha" "5" "Introdução" "Introdução"
"https://rebep.org.br/revista/issue/view/26" "v. 15 n. 2 (1998)" "José Alberto Magno de Carvalho, José Irineu Rangel Rigotti" "7-17" "Artigos originais" "Os dados censitários brasileiros sobre migrações internas: algumas sugestões para análise"
"https://rebep.org.br/revista/issue/view/26" "v. 15 n. 2 (1998)" "Paulo de Martino Jannuzzi" "19-44" "Artigos originais" "Perfis etários da migração por motivos e acompanhanntes da mudança: evidências empíricas para São Paulo entre 1980 e 1993"
"https://rebep.org.br/revista/issue/view/26" "v. 15 n. 2 (1998)" "Ana Amélia Camarano, Ricardo Abramovay" "45-65" "Artigos originais" "Exodo rural, envelhecimento e masculinização no Brasil: panorama dos últimos cinquenta anos"
"https://rebep.org.br/revista/issue/view/26" "v. 15 n. 2 (1998)" "Rosana Baeninger" "67-81" "Artigos originais" "Deslocamentos populacionais, urbanização e regionalização"
"https://rebep.org.br/revista/issue/view/26" "v. 15 n. 2 (1998)" "Daniel Joseph Hogan" "83-92" "Artigos originais" "Mobilidade populacional e meio ambiente"
"https://rebep.org.br/revista/issue/view/26" "v. 15 n. 2 (1998)" "Alfonso Rodriguez Arias" "93-101" "Notas de pesquisa" "Sobre os processos de seleção e estimação utilizados na Pesquisa Nacional por Amostra de Domicílios"
